Rank,Song,Artist,Year,Lyrics
81,50 ways to say goodbye,train,2012, my heart is paralyzed my head was over sized ill take the high road like i should you said its meant to be that its not you its me youre leaving now for my own goodthats cool but if my friends ask where you are im gonna sayshe went down in an airplane fried getting suntan fell in a cement mixer full of quicksand help me help me im no good at goodbyes she met a shark under water fell and no one caught her i returned everything i ever bought her help me help me im all out of lies and ways to say you diedmy pride still feels the sting you were my everything some day ill find a love like yours a love like yours shell think im superman not super minivan how could you leave on yom kippurthats cool but if my friends ask where you are im gonna sayshe was caught in a mudslide eaten by a lion got run over by a crappy purple scion help me help me im no good at goodbyes she dried up in the desert drown in a hot tub danced to death at an east side night club help me help me im all out of lies and ways to say you diedi wanna live a thousand lives with you i wanna be the one youre dying to love but you dont want tothats cool but if my friends ask where you are im gonna say thats cool but if my friends ask where you are im gonna sayshe went down in an airplane fried getting suntan fell in a cement mixer full of quicksand help me help me im no good at goodbyes she met a shark under water fell and no one caught her i returned everything i ever bought her help me help me im all out of liesshe was caught in a mudslide eaten by a lion got run over by a crappy purple scion help me help me im no good at goodbyes she dried up in the desert drown in a hot tub danced to death at an eastside night club help me help me im all out of lies and ways to say goodbye 
82,red solo cup,toby keith,2012, now a red solo cup is the best receptacle for barbecues tailgates fairs and festivals and you sir do not have a pair of testicles if you prefer drinking from glassa red solos cup is cheap and disposable and in fourteen years they are decomposable and unlike my home they are not foreclosable freddie mac can kiss my ass woored solo cup i fill you up lets have a party lets have a party i love you red solo cup i lift you up proceed to party proceed to partynow i really love how your easy to stack but i really hate how your easy to crack cause when beer runs down the front of my back well that my friends is quite yuckybut i have to admit that the ladies get smitten admiring how sharply my first name is written on you with a sharpie when i get to hittin on them to help me get luckyred solo cup i fill you up lets have a party lets have a party i love you red solo cup i lift you up proceed to party proceed to partynow ive seen you in blue and ive seen you in yellow but only you red will do for this fellow cause you are my abbot to my costello and you are the fruit to my loomred solo cup youre more than just plastic youre more than amazing youre more than fantastic and believe me that im not the least bit sarcastic when i look at you and sayred solo cup youre not just a cup no no god no youre my youre my friend friend friend friend life long thank you for being my friendred solo cup i fill you up lets have a party lets have a party i love you red solo cup i lift you up proceed to party proceed to partyred solo cup red solo cup i fill you up lets have a party lets have a party lets have a party lets have a party red solo cup oh red solo cup i lift you up lets have a party proceed to party yeah yeah 
83,love you like a love song,selena gomez  the scene,2012,everythings cool yeah its all gonna be okay yeah and i know maybe ill even laugh about it someday but not today no cause i dont feel so good im tangled up inside my heart is on my sleeve tomorrow is a mystery to me and it might be wonderful it might be magical it might be everything ive waited for a miracle oh but even if i fall in love again with someone new it could never be the way i loved you letting you go is making me feel so cold yeah and ive been trying to make believe it doesnt hurt but that makes it worse yeah see im a wreck inside my tongue is tied and my whole body feels so weak the future may be all i really need and it might be wonderful yeah it might be magical uh oh it might be everything ive waited for a miracle oh but even if i fall in love again with someone new it could never be the way i loved you like a first love the one and only true love wasnt it written all over my face yeah i loved you like you loved me oh like something pure and holy like something that can never be replaced and it was be wonderful it was magical it was everything ive waited for a miracle and if i should ever fall in love again with someone new oh it could never be the way no it will never be the way i loved you
84,turn up the music,chris brown,2012, turn up the music cause the song just came on turn up the music if they try to turn us down turn up the music can i hear it til the speakers blow turn up the music fill your cup and drink it downif youre sexy and you know it put yo hands up in the air put yo hands up in the air girl put yo hands up hands up hands up hands up if youre sexy and you know it put yo hands up in the air put yo hands up in the air girl put yo hands up andturn up the music just turn it up louder turn up the music i need it in my life yeah turn up the music just turn it up louder turn up the music i need it in my life yeah whoaohohohohohohoh whoaohohohohohohohoh turn up the music whoaohohohohohohoh whoaohohohohohohohoh turn up the musicttturn up the music tturn up theturn up the music cause the sun just came up turn up the music if they try to turn us down turn up the music cause im tryna hear the speakers blow turn up the music fill your cup and drink it downif youre sexy and you know it put yo hands up in the air put yo hands up in the air girl put yo hands up hands up hands up hands up if youre sexy and you know it put yo hands up in the air put yo hands up in the air girl put yo hands up andturn up the music just turn it up louder turn up the music i need it in my life yeah turn up the music just turn it up louder turn up the music i need it in my life yeah whoaohohohohohohoh whoaohohohohohohohoh turn up the music whoaohohohohohohoh whoaohohohohohohohoh turn up the musicsave my life just dance with me all i wanna do is party so dj turn it upppp girl dance with me just dance with me girl can i see that i really wanna touch that baby can i feel that tturn up the turn it up just dance with me turn it up just dance with me turn it up just dance with me turn it up just dance with me turn it up just dance with me turn it up just dance with me turn it up just dance with me turn it upturn up the music just turn it up louder turn up the music i need it in my life yeah turn up the music just turn it up louder turn up the music i need it in my life yeah leggo whoaohohohohohohoh whoaohohohohohohohoh can you turn up the music whoaohohohohohohoh whoaohohohohohohohoh can you turn up babyturn it up just dance with me turn it up just dance with me tttturn it up just dance with me turn it up just dance with me turn it up just dance with me tturn it up just dance with me turn it up just dance with me ttttttturn it up just dance with me dont stop the music 
85,die young,keha,2012, i hear your heart beat to the beat of the drums oh what a shame that you came here with someone so while youre here in my arms lets make the most of the night like were gonna die young were gonna die young were gonna die young lets make the most of the night like were gonna die younglets make the most of the night like were gonna die youngyoung hearts out our minds runnin till we outta time wild childs lookin good livin hard just like we should dont care whose watching when we tearing it up you know that magic that we got nobody can touch for surelooking for some trouble tonight yeah take my hand ill show you the wild side like its the last night of our lives uh huh well keep dancing till we diei hear your heart beat to the beat of the drums oh what a shame that you came here with someone so while youre here in my arms lets make the most of the night like were gonna die young were gonna die young were gonna die young lets make the most of the night like were gonna die younglets make the most of the night like were gonna dieyoung hunks taking shots stripping down to dirty socks music up gettin hot kiss me give me all youve got its pretty obvious that youve got a crush you know that magic in your pants its making me blush for surelooking for some trouble tonight yeah take my hand ill show you the wild side like its the last night of our lives uh huh well keep dancing till we die till we diei hear your heart beat to the beat of the drums oh what a shame that you came here with someone so while youre here in my arms lets make the most of the night like were gonna die youngi hear your heart beat to the beat of the drums oh what a shame that you came here with someone so while youre here in my arms lets make the most of the night like were gonna die young were gonna die young were gonna die young lets make the most of the night like were gonna die young 
87,a thousand years,christina perri,2012, verse 1 heart beats fast colors and promises how to be brave how can i love when im afraid to fall but watching you stand alone all of my doubt suddenly goes away somehowone step closerchorus i have died every day waiting for you darlin dont be afraid i have loved you for a thousand years ill love you for a thousand moreverse 2 time stands still beauty in all she is i will be brave i will not let anything take away whats standing in front of me every breath every hour has come to thisone step closerchorus i have died every day waiting for you darlin dont be afraid i have loved you for a thousand years ill love you for a thousand moreand all along i believed i would find you time has brought your heart to me i have loved you for a thousand years ill love you for a thousand moreone step closer one step closerchorus i have died every day waiting for you darlin dont be afraid i have loved you for a thousand years ill love you for a thousand moreand all along i believed i would find you time has brought your heart to me i have loved you for a thousand years ill love you for a thousand more 
88,take a little ride,jason aldean,2012, been goin round and round all day bailin some hay and stacking it all up cant wait for the sun to go down roll into town shine the old truck up swing by the quick stop grab a little shiner bock then ease on out your way to your place around 8 oclockwell im just ready to ride this chevy ride this chevy down a little backroad slide your pretty little self on over get a little closer turn up the radio put your pretty pink toes on the dash lean your seat back man i swear there aint nothing looks better than that sweet tan little thing with nothing to do i wanna take a little ride with youi hope youre wearing those frayed out cutoffs makes me want to get lost out in the moonlight drop the tailgate down on a turn road watch the corn grow baby thats a good night anyone from the heartland is gonna understand what im talking about right now aint no doubt we got a game planwell im just ready to ride this chevy ride this chevy down a little backroad slide your pretty little self on over get a little closer turn up the radio put your pretty pink toes on the dash lean your seat back man i swear there aint nothing looks better than that sweet tan little thing with nothing to do i wanna take a little ride with you 
89,you da one,rihanna,2012, you the one that i dream about all day you the one that i think about always you are the one so i make sure i behave my love is your love your love is my lovebaby i love you i need you here give me all the time baby we meant to be you got me smiling all the timecause you know how to give me that you know how to pull me back when i go runnin runnin tryin to get away from loving yayou know how to love me hard i wont lie im falling hard yep im falling for ya but theres nothin wrong with thatyou the one that i dream about all day you the one that i think about always you are the one so i make sure i behave my love is your love your love is my loveyou the one that i dream about all day you the one that i think about always you are the one so i make sure i behave my love is your love your love is minebaby come tear me now hold me now make me come alive you got the sweetest touch im so happy you came in my lifecause you know how to give me that you know how to pull me back when i go runnin runnin tryin to get away from loving ya you know how to love me hard i wont lie im falling hard yep im falling for ya but theres nothin wrong with thatyou the one that i dream about all day you the one that i think about always you are the one so i make sure i behave my love is your love your love is my loveyou the one that i dream about all day you the one that i think about always you are the one so i make sure i behave my love is your love your love is mineand yes im kinda crazy thats what happens baby when you put it down you shouldntve give it to me good like that shouldntve hit it like that had me yellin like that didnt know you wouldve had me coming backyou the one that im feeling you the one that im loving aint no other niggas like you no theres just one one one no baby just one one one i bet you wanna knowyou the one that i dream about all day you the one that i think about always you are the one so i make sure i behave my love is your love your love is my loveyou the one that i dream about all day you the one that i think about always you are the one so i make sure i behave my love is your love your love is mine 
90,we run the night,havana brown featuring pitbull,2012, havannah brown red one mrworldwide from miami morocco to austrailia to the world dalerun em like run em run em woop run em like run em run em woopwhen the sun goes down down down down boy are you afraid of the dark dark and when the lights go out out out out tell me do you know where to start start and when the bass gets loud loud loud that is when i feel a part part and when the world screams sound sound sound where the sound is the key to my heart heartwe run yes the we run the night ninight night nininight we run yes the we run the night wewewe run wewewe run run we run yes the we run the night the night run em like run em run em woop run em like run em run em woop run em like run em run em woopfrom the bottom of the map miami to the land down under australia you feel my drive see my vision and hear my hunger as my money gets older theirs get younger they sell their soul but the devil knows i have no number im go go baby fresh oh baby go go baby uh oh baby no no baby yeah yeah baby now jiggle it baby let me tickle it baby i know im lost its gon be hard to save me im sorry thats how dade county raised me yall heard me right we run the night now fuck you pay mewe run yes the we run the night ninight night nininight we run yes the we run the night wewewe run wewewe run run we run yes the we run the night the night run em like run em run em woop run em like run em run em woop run em like run em run em woopfeelin like a rush rush rush brushing past me all over my skin skiiiin i can get enough nough nough cause the beat keep pullin me in in takin me so high up up up a place that ive never been aah party party all night night night sleep all day then do it again gainwe run yes the we run the night ninight night run em like run em run em woop we run yes the we run the night wewewe run wewewe run run we run yes the we run the night the night nininini run em like run em run em woop 
91,its time,imagine dragons,2012, so this is what you meant when you said that you were spent and now its time to build from the bottom of the pit right to the top dont hold back packing my bags and giving the academy a rain checki dont ever want to let you down i dont ever want to leave this town cause after all this city never sleeps at nightits time to begin isnt it i get a little bit bigger but then ill admit im just the same as i was now dont you understand im never changing who i amso this is where you fell and i am left to sell the path to heaven runs through miles of clouded hell right to the top dont look back turning to rags and giving the commodities a rain checki dont ever want to let you down i dont ever want to leave this town cause after all this city never sleeps at nightits time to begin isnt it i get a little bit bigger but then ill admit im just the same as i was now dont you understand im never changing who i amits time to begin isnt it i get a little bit bigger but then ill admit im just the same as i was now dont you understand im never changing who i amthis road never looked so lonely this house doesnt burn down slowly to ashes to ashesits time to begin isnt it i get a little bit bigger but then ill admit im just the same as i was now dont you understand im never changing who i amits time to begin isnt it i get a little bit bigger but then ill admit im just the same as i was now dont you understand im never changing who i am 
92,cashin out,cah out,2012,intro im ridin round with that nina you know we smokin on keisha hey hey hey can i meet you hoe cool chorus 36 os so im ridin round with that nina im ridin round with that nina ridin with a hoe named keisha smokin on keisha you know we smokin on keisha my diamonds talk for me they say hi can i meet you hoe hey can i meet you hoe she fly high high in the sky hoe i cant see you well i cant see you got a condo on my wrist  girl im cashin out im cashin out got a condo around my neck  girl im cashin out im cashin out 36 os so im ridin round with that nina my diamonds talk for me they say hi can i meet you verse 1 i got versace all on my back these hoes all on my back plus these plugs all on my back cause they know im movin that pack these louies all in my face fofifth stay up on my waist plus it aint on me for nothin so please dont make me catch a case cause bitch im bout it me walkin round with no check on me psssh  yeah i doubt it your girl aint finna leave with me psssh  yeah i doubt it and im like what the hell they talkin bout and if i got it i bought it cause boy you know im cashin out cool chorus 36 os so im ridin round with that nina im ridin round with that nina ridin with a hoe named keisha smokin on keisha you know we smokin on keisha my diamonds talk for me they say hi can i meet you hoe hey can i meet you hoe she fly high high in the sky hoe i cant see you well i cant see you got a condo on my wrist  girl im cashin out im cashin out got a condo around my neck  girl im cashin out im cashin out 36 os so im ridin round with that nina my diamonds talk for me they say hi can i meet you verse 2 okay i drop the top hop in hoes they comin by flocks in birds comin by flocks in pass them birds like stockton play with my money im poppin no actin but its a movie got spinz on the beat so we aint losing dont act like yo hoe aint choosin im blowed up yeah im the bomb ridin round blowin on stank bombs pussy so good you should thank moms top flo suite chillin at the palms we want the whole loaf leave yall the crumbs til then im runnin my check up and its fuck a bugatti im callin my jet up cool chorus 36 os so im ridin round with that nina im ridin round with that nina ridin with a hoe named keisha smokin on keisha you know we smokin on keisha my diamonds talk for me they say hi can i meet you hoe hey can i meet you hoe she fly high high in the sky hoe i cant see you well i cant see you got a condo on my wrist  girl im cashin out im cashin out got a condo around my neck  girl im cashin out im cashin out 36 os so im ridin round with that nina my diamonds talk for me they say hi can i meet you verse 3 yeah  its big pimpin over here  touch time to cop the maybach already had the vert i got big money visions sammy sosa pigeons what that mean that mean they jumpin out the kitchen and im on the money mission nobody can stop me just grab your camcorder press record and go on and watch me and you can skate on my ice just like you playin hockey and in the booth i beat the beat up call me rocky yeah im cocky cool chorus 36 os so im ridin round with that nina im ridin round with that nina ridin with a hoe named keisha smokin on keisha you know we smokin on keisha my diamonds talk for me they say hi can i meet you hoe hey can i meet you hoe she fly high high in the sky hoe i cant see you well i cant see you got a condo on my wrist  girl im cashin out im cashin out got a condo around my neck  girl im cashin out im cashin out 36 os so im ridin round with that nina my diamonds talk for me they say hi can i meet you outro im ridin round with that nina you know we smokin on keisha hey hey hey can i meet you hoe 
93,i dont want this night to end,luke bryan,2012, girl i know i dont know you but your pretty little eyes so blue are pulling me in like the moon on your skin im so glad you trusted me to slide up on this dusty seat and let your hair down and get outta towngot the stars comin out over my hood and all i know now is its going goodyou got your hands up youre rocking in my truck you got the radio on youre singing every song im set on cruise control im slowly losing hold of everything i got youre looking so damn hot and i dont know what road were on or where weve been from starin at you girl all i know is i dont want this night to endgonna cuss the morning when it comes cause i know that the rising sun aint no good for me cause youll have to leave gonna make the most of every mile do anything to make your smile land on my lips and get drunk on your kiss the clock on the dash says 335 theres plenty of gas and the nights still aliveyou got your hands up youre rocking in my truck you got the radio on youre singing every song im set on cruise control im slowing losing hold of everything i got youre looking so damn hot and i dont know what road were on or where weve been from starin at you girl all i know is i dont want this night to endyou got your hands up youre rocking in my truck you got the radio on youre singing every song im set on cruise control im slowing losing hold of everything ive got youre looking so damn hot and i dont know what road were on or where weve been from starin at you girl all i know is i dont want this night to endi dont want this night to end no i dont want this night to end 
94,diamonds,rihanna,2012, shine bright like a diamond shine bright like a diamondfind light in the beautiful sea i choose to be happy you and i you and i were like diamonds in the skyyoure a shooting star i see a vision of ecstasy when you hold me im alive were like diamonds in the skyi knew that wed become one right away oh right away at first sight i left the energy of sun rays i saw the life inside your eyesso shine bright tonight you and i were beautiful like diamonds in the sky eye to eye so alive were beautiful like diamonds in the skyshine bright like a diamond shine bright like a diamond shining bright like a diamond were beautiful like diamonds in the skyshine bright like a diamond shine bright like a diamond shining bright like a diamond were beautiful like diamonds in the skypalms rise to the universe as we moonshine and molly feel the warmth well never die were like diamonds in the skyyoure a shooting star i see a vision of ecstasy when you hold me im alive were like diamonds in the skyat first sight i felt the energy of sun rays i saw the life inside your eyesso shine bright tonight you and i were beautiful like diamonds in the sky eye to eye so alive were beautiful like diamonds in the skyshine bright like a diamond shine bright like a diamond shining bright like a diamond were beautiful like diamonds in the skyshine bright like a diamond shine bright like a diamond shining bright like a diamond were beautiful like diamonds in the skyshine bright like a diamond shine bright like a diamond shine bright like a diamondso shine bright tonight you and i were beautiful like diamonds in the sky eye to eye so alive were beautiful like diamonds in the skyshine bright like a diamond shine bright like a diamond shine bright like a diamond shine bright like a diamond shine bright like a diamond shine bright like a diamond shine bright like a diamond 
95,hard to love,lee brice,2012, i am insensitive i have a tendency to pay more attention to the things that i need sometimes i drink to much sometimes i test your trust sometimes i dont know why youre staying with meim hard to love hard to love oh i dont make it easy i couldnt do it if i stood where you stood im hard to love hard to love you say that you need me i dont deserve it but i love that you love me goodi am a short fuse i am a wrecking ball crashing into your heart like i do youre like a sunday morning full of grace and full of jesus and i wish that i could be more like youim hard to love hard to love oh i dont make it easy i couldnt do it if i stood where you stood im hard to love hard to love you say that you need me i dont deserve it but i love that you love me good love me goodgirl youve given me a million second chances and i dont ever wanna take you for granted im just a man im just a manhard to love hard to love oh i dont make it easy and i couldnt do it if i stood where you stood im hard to love hard to love and you say that you need me i dont deserve it but i love that you love mehard to love hard to love oh i dont make it easy and i couldnt do it if i stood where you stood im hard to love hard to love and you say that you need me i dont deserve it but i love that you love me goodyou love me good you love me good 
96,somethin bout a truck,kip moore,2012, somethin bout a truck in a farmers field a no trespass sign and time to kill nobodys gonna get hurt so whats the big deal somethin bout a truck in a farmers fieldsomethin bout beer sitting on ice after a long hard day makes it taste just right on that dropped tailgate on a summer night somethin bout beer sitting on iceand theres somethin bout a girl in a red sun dress with an ice cold beer pressed against her lips in that farmers field will make a boy a man theres somethin bout a girl in a red sundressand theres somethin bout a kiss thats gonna lead to more on that dropped tailgate back behind the corn the most natural thing youve ever felt before theres somethin bout a kiss thats gonna lead to moreand theres somethin bout a truck in a field and a girl in a red sundress with an ice cold beer to her lipsbegging for another kiss and theres somethin bout you and me and the birds and the bees and lord have mercy its a beautiful thing aint nothin bout it luck theres somethin bout a trucksomethin bout a creek around 2 am after a few of those beers you wanna dive on in you dont need no clothes so just hang em on a limb theres somethin bout a creek around 2 amand theres somethin bout a truck in a field and a girl in a red sundress with an ice cold beer to her lips begging for another kiss and theres somethin bout you and me and the birds and the bees and lord have mercy its a beautiful thing aint nothin bout it luck theres somethin bout a truck aint nothin bout it luck theres somethin bout a truck 
97,adorn,miguel,2012, these lips cant wait to taste your skin baby no no and these eyes yeah cant wait to see your grin ooh ooh baby just let my love just let my love adorn you please baby yeahyou gotta know you gotta know you know that i adore you yeah babybaby these fists will always protect ya lady and this mind oh will never neglect you yeah baby oh baby and they stay trying to break us down but dont let that affect us no baby you just gotta let my love let my love let my love adorn you ah lelelelet it just adorn youyou got to know you gotta know know that i adore you just that babei oh oh let my love adorn you baby dont you ever dont you let nobody tell you different baby ill always adore you you gotta know now you got to know know know now yeahooh yeah the same way that the stars adorn the skies yeah every night baby oh look up suga every night baby now hey hey hey the same way that my whole worlds in your eyes in your eyes baby ooh and this time now and this time babyjust let let my love adorn you baby hey lelelelet it dress you down you gotta know baby oh you gotta know know that i adorn you oh love aint never looked so good on ya ooh put it on baby let my love adorn you 
98,fly over states,jason aldean,2012, a couple guys in first class on a flight from new york to los angeles kinda making small talk killing time flirting with the flight attendants thirty thousand feet above could be oklahoma just a bunch of square cornfields and wheat farms man it all looks the same miles and miles of back roads and highways connecting little towns with funny names whod want to live down there in the middle of nowheretheyve never drove through indiana met the men who plowed that earth planted that seed busted his ass for you and me or caught a harvest moon in kansas theyd understand why god made those fly over statesi bet that mile long santa fe freight train engineers seen it all just like that flatbed cowboy stacking us steel on a 3day haul roads and rails under their feet yeah that sounds like a first class seaton the plains of oklahoma where they windshield sunset in your eyes like a watercolor painted skyyoud think heavens doors have opened youll understand why god made those fly over statestake a ride across the badlands feel that freedom on your face breathe in all that open space meet a girl from amarillo youll understand why god made why youd want to plant your stakes in those fly over stateshave you ever been through indiana on the plains of oklahoma take a ride 
99,even if it breaks your heart,eli young band,2012, way back on the radio dial the fire got lit inside a brighteyed child every note just wrapped around his soul from steel guitars to memphis all the way to rock and rolloh i can hear em playin i can hear the ringin of a beat up ol guitar oh i can hear em singin keep on dreamin even if it breaks your heartdowntown is where i used to wander old enough to get there but too young to get inside so i would stand out on the sidewalk listen to the music playin every friday nightoh i can hear em playin i can hear the ringin of a beat up ol guitar oh i can hear em singin keep on dreamin even if it breaks your heartsome dreams stay with you forever drag you around but bring you back to where you were some dreams keep on gettin better gotta keep believin if you wanna know for sureoh i can hear em playin i can hear the ringin of a beat up ol guitar oh i can hear em singin keep on dreamin even if it breaks your heartoh i can hear em playin i can hear the ringin of a beat up ol guitar oh i can hear em singin keep on dreamin even if it breaks your heartkeep on dreamin even if it breaks your heartoh oh oh oh oh oh keep on dreamin oh oh ohoh oh oh dont let it break your heart 
100,burn it down,linkin park,2012, the cycle repeated as explosions broke in the sky all that i needed was the one thing i couldnt find and you were there at the turn waiting to let me knowwere building it up to break it back down were building it up to burn it down we cant wait to burn it to the groundthe colors conflicted as the flames climbed into the clouds i wanted to fix this but couldnt stop from tearing it down and you were there at the turn caught in the burning glow and i was there at the turn waiting to let you knowwere building it up to break it back down were building it up to burn it down we cant wait to burn it to the groundyou told me yes you held me high and i believed when you told that lie i played soldier you played king and struck me down when i kissed that ring you lost that right to hold that crown i built you up but you let me down so when you fall ill take my turn and fan the flames as your blazes burnand you were there at the turn waiting to let me knowwere building it up to break it back down were building it up to burn it down we cant wait to burn it to the groundwhen you fall ill take my turn and fan the flames as your blazes burnwe cant wait to burn it to the groundwhen you fall ill take my turn and fan the flames as your blazes burnwe cant wait to burn it to the ground 
1,thrift shop,macklemore and ryan lewis featuring wanz,2013, hook wanz im gonna pop some tags only got twenty dollars in my pocket i i im hunting looking for a come up this is fuckin awesomeverse one macklemore walk in the club like what up i got a big cock nah im just pumped up bought some shit from the thrift shop ice on the fringe is so damn frosty people like damn thats a cold ass honkey rolling in hella headed to the mezzanine dressed in all pink except my gator shoes those are green draped in a leopard mink girl standing next to me probably shoulda washed this smells like rkelly sheets piss but shit it was 99 cents buy it cop it and washing it bout to go and get some compliments passing up on those moccasinssomeone else has been walking in bummy and grungy fuck it i am stunting and flossing and saving my money and i am halla happy thats a bargain bitch imma take your grandpa style imma take your grandpa style no for real ask your grandpa can i have his handmedowns thank you velour jumpsuit and some house slippers dookie brown leather jacket that i found digging they had a broken keyboard i bought a broken keyboard i bought a ski blanket then i bought a knee board hello hello my ace man my mello john wayne aint got nothing on my fringe game hell no i could take some pro wings make them cool sell those the sneaker heads would be like ah he got the velcroshook wanz im gonna pop some tags only got twenty dollars in my pocket i i im hunting looking for a come up this is fuckin awesome 2xverse two macklemore what you know about rocking a wolf on your noggin what you knowing about wearing a fur fox skin im digging im digging im searching right through that luggage one mans trash thats another mans come up thank your granddad for donating that plaid button up shirt cause right now im up in her skirt im at the good will you can find me in the bins im that sucker sucker searching in the section your grammy your aunty your momma your mammy ill take those flannel zebra jammies second hand and ill rock that mother fucker the built in onsies with the socks on the mother fucker i hit the party and they stop in that mother fucker they be like oh that gucci thats hella tight im like yo thats fifty dollars for a tshirt limited edition lets do some simple addition fifty dollars for a tshirt thats just some ignorant bitch shit i call that getting swindled and pimped shit i call that getting tricked by a business that shirts hella dont and having the same one as six other people in this club is a hella dont peep game come take a look through my telescope trying to get girls from a brand man you hella wont man you hella wontlittle girl goodwill be popping tags yeahahahhook wanz im gonna pop some tags only got twenty dollars in my pocket i i im hunting looking for a come up this is fuckin awesomebridge wanz i wear your granddads clothes i look incredible im in this big ass coat from that thrift shop down the road i wear your granddads clothes i look incredible im in this big ass coat from that thrift shop down the roadhook wanz im gonna pop some tags only got twenty dollars in my pocket i i im hunting looking for a come up this is fuckin awesomelittle girl is that your grandmas coat hee hee 
2,blurred lines,robin thicke featuring ti and pharrell williams,2013, hey hey hey hey hey hey hey hey heyif you cant hear what im tryna say if you cant read from the same page maybe im going deaf maybe im going blind maybe im out of my mindok now he was close tried to domesticate you but youre an animal baby its in your nature just let me liberate you you dont need no papers that man is not your mate and thats why im gon take yougood girl i know you want it i know you want it i know you want ityoure a good girl cant let it get past me me fall from plastic talk about getting blastedi hate these blurred lines i know you want it i know you want it i know you want itbut youre a good girl the way you grab me must wanna get nasty go ahead get at mewhat do they make dreams for when you got them jeans on what do we need steam for you the hottest bitch in this placei feel so lucky you wanna hug me what rhymes with hug me heyok now he was close tried to domesticate you but youre an animal baby its in your nature just let me liberate you you dont need no papers that man is not your mate and thats why im gon take yougood girl i know you want it i know you want it i know you want ityoure a good girl cant let it get past me me fall from plastic talk about getting blastedi hate these blurred lines i know you want it i know you want it i know you want itbut youre a good girl the way you grab me must wanna get nasty go ahead get at mehustle gang homie one thing i ask of you lemme be the one you bring that ass up to from malibu to paris boo had a bitch but she aint bad as you so hit me up when you passin through ill give you something big enough to tear your ass in two swag on em even when you dress casual i mean its almost unbearable honey you not there when im at the bar side let you have me by nothin like your last guy he too square for you he dont smack that ass and pull your hair for you so im just watchin and waitin for you to salute the truly pimpin not many women can refuse this pimpin im a nice guy but dont get confused you gitn itshake your rump get down get up do it like it hurt like it hurt what you dont like work heybaby can you breathe i got this from jamaica it always works for me dakota to decaturno more pretending cause now your winning heres our beginning i always wanted agood girl i know you want it i know you want it i know you want ityoure a good girl cant let it get past me me fall from plastic talk about getting blastedi hate these blurred lines i know you want it i know you want it i know you want itbut youre a good girl the way you grab me must wanna get nasty go ahead get at meeverybody get up everybody get uphey hey hey hey hey hey hey hey hey 
3,radioactive,imagine dragons,2013, whoa oh oh whoa oh oh whoa oh oh whoa im waking up to ash and dust i wipe my brow and i sweat my rust im breathing in the chemicals inhale exhaleim breaking in shaping up then checking out on the prison bus this is it the apocalypse whoaim waking up i feel it in my bones enough to make my systems blow welcome to the new age to the new age welcome to the new age to the new age whoa oh oh oh oh whoa oh oh oh im radioactive radioactive whoa oh oh oh oh whoa oh oh oh im radioactive radioactivei raise my flags don my clothes its a revolution i suppose were painted red to fit right in whoaim breaking in shaping up then checking out on the prison bus this is it the apocalypse whoaim waking up i feel it in my bones enough to make my systems blow welcome to the new age to the new age welcome to the new age to the new age whoa oh oh oh oh whoa oh oh oh im radioactive radioactive whoa oh oh oh oh whoa oh oh oh im radioactive radioactiveall systems go the sun hasnt died deep in my bones straight from insideim waking up i feel it in my bones enough to make my systems blow welcome to the new age to the new age welcome to the new age to the new age whoa oh oh oh oh whoa oh oh oh im radioactive radioactive whoa oh oh oh oh whoa oh oh oh im radioactive radioactive 
4,harlem shake,baauer,2013, con los terroristas do the harlem shake ey ey con los terroristas ey ey ey eyey ey ey eyey ey ey eydo the harlem shake shake ey shake con los terroristas ey shake ey shake shake shake shake ey shake ey shake ey shake ey shake 
