Rank,Song,Artist,Year,Lyrics
79,bitter sweet symphony,the verve,1998, cause its a bittersweet symphony this life try to make ends meet youre a slave to money then you die ill take you down the only road ive ever been down you know the one that takes you to the places where all the veins meet yeahno change i cant change i cant change i cant change but im here in my mold i am here in my mold but im a million different people from one day to the next i cant change my mold no no no no nowell i never pray but tonight im on my knees yeah i need to hear some sounds that recognize the pain in me yeah i let the melody shine let it cleanse my mind i feel free now but the airways are clean and theres nobody singing to me nowno change i cant change i cant change i cant change but im here in my mold i am here in my mold and im a million different people from one day to the next i cant change my mold no no no no no i cant change i cant changecause its a bittersweet symphony this life try to make ends meet try to find some money then you die ill take you down the only road ive ever been down you know the one that takes you to the places where all the things meet yeahyou know i cant change i cant change i cant change i cant change but im here in my mold i am here in my mold and im a million different people from one day to the next i cant change my mold no no no no noi cant change my mold no no no no no i cant change cant change my body no no noill take you down the only road ive ever been down ill take you down the only road ive ever been down been down ever been down ever been down ever been down ever been down have you ever been down have youve ever been down 
80,dangerous,busta rhymes,1998, hey another one of them flipmode joints busta rhymes yall word mother yall check it out yall just swing to the left swing to the right make ya feel good make ya feel alright one time feel good yeah yall busta rhymes in the place yall makin you feel real good yall flipmode is the squad in the place yallbuckwild to all of my niggaz who dont care floss like a bunch of young black millionaires makin ya run me and my dunn stackin my ones floss a lil invest up in a mutual fund blowin the horn a sense of every day i was born never dream i see a nigga landscaping my lawn dangerous my nigga shit be accurate have to get the flow be so immaculate aiyyo aiyyo watchin my dough sippin my moe sippin it slow them pretty bitches sayin hello anyway go head and diss play your oil of olay little honeydip within a little cariola i dont mean to hold you up but i got somethin to say swear to only give you hot shit everyday afraid of us you know this aint no game to us you strange to us thats when we gettin dangerous come onthis is serious we could make you delirious you should have a healthy fear of us cause too much of us is dangerous so dangerous we so dangerous my flipmode squad is dangerous so dangerous we so dangerous my whole entire unit is dangeroushold your breath we swingin it from right to left word to wyclef nigga shit be hot to death stayin alive you know only the stronger survive holdin my heat under my seat whippin my five bassline for all of my people movin around give me a pound all of my niggaz holdin it down cuttin you up the new shit ruckin you up fuckin you up my black hole suckin you up back in the days a nigga used to be ass out now a nigga holdin several money market accounts blaze the street and then i would just like to announce feelin my groove my jigga jigga makin you bounce others is fair me and my niggaz breakin the bread straight gettin it we got you niggaz holdin your head afraid of us you know this aint no game to us you strange to us thats when we gettin dangerous come onthis is serious we could make you delirious you should have a healthy fear of us cause too much of us is dangerous so dangerous we so dangerous my flipmode squad is dangerous so dangerous we so dangerous my whole entire unit is dangerousone time yall throw your hands real high yall yea get down yall let me see you all yall busta rhymes flipmode yall nineteen ninety eight yall ha get down yall lets have a ball yallfeelin the heat up in the street rockin the beat step up in the club take me to my reserved seat comin around all of my niggaz surround me so much bottles of liquor yall niggazll drown me makin ya drunk feelin the funk blazin the skunk stay hittin with the shit that blow a hole in ya trunk afraid of us you know this aint no game to us you strange to us thats when we gettin dangerous come onthis is serious we could make you delirious you should have a healthy fear of us cause too much of us is dangerous so dangerous we so dangerous my flipmode squad is dangerous so dangerous we so dangerous my whole entire unit is dangerous come on 
81,spice up your life,spice girls,1998, la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la lawhen youre feelin sad and low we will take you where you gotta go smiling dancing everything is free all you need is positivitycolors of the world spice up your life every boy and every girl spice up your life people of the world spice up your life aahhslam it to the left if youre havin a good time shake it to the right if you know that you feel fine chicas to the front huh huh and go roundslam it to the left if youre havin a good time shake it to the right if you know that you feel fine chicas to the front huh huh hi ci ja hold tightla la la la la la la la la la la la la la la la la la la la la la la la la la la la la la la layellow man in timbucktoo color for both me and you kung fu fighting dancing queen tribal spaceman and all thats in betweencolors of the world spice up your life every boy and every girl spice up your life people of the world spice up your life aahhslam me to the left if youre havin a good time shake it to the right if you know that you feel fine chicas to the front huh huh and go roundslam me to the left if youre havin a good time shake it to the right if you know that you feel fine chicas to the front huh huh hi ci ja hold tightflamenco lambada but hip hop is harder we moonwalk the foxtrot then polka the salsa shake it shake it shake it haka shake it shake it shake it haka arriba ahaacolors of the world spice up your life every boy and every girl spice up your life people of the world spice up your life aahhslam it to the left if youre havin a good time shake it to the right if you know that you feel fine chicas to the front huh huh and go roundslam it to the left if youre havin a good time shake it to the right if you know that you feel fine chicas to the front huh huh hi ci ja hold tightslam me to the left if youre havin a good time shake it to the right if you know that you feel fine chicas to the front huh huh and go roundslam it to the left if youre havin a good time shake it to the right if you know that you feel fine chicas to the front huh huh hi ci ja hold tight 
82,because of you,98 degrees,1998, chorus youre my sunshine after the rain youre the cure against my fear and my pain cause im losing my mind when youre not around its all its all its all because of youbaby i really know by now since we met that day you showed me the way i felt it then you gave me love i cant describe how much i feel for you i said baby i should have known by now should have been right there whenever you gave me love and if only you were here id tell you yes id tell you oh yeahchorusyoure my sunshine after the rain youre the cure against my fear and my pain cause im losing my mind when youre not around its all its all its all because of youhonestly could it be you and me like it was before neither less or more cause when i close my eyes at night i realize that no one else could ever take your place i still can feel and its so unreal when youre touching me kisses endlessly its just a place in the sun where our loves begun i miss you yes i miss you baby oh yeahchorusyoure my sunshine after the rain youre the cure against my fear and my pain cause im losing my mind when youre not around its all its all its all because of youif i knew how to tell you whats on my mind make you understand then id always be there right by your sidechorusyoure my sunshine after the rain youre the cure against my fear and my pain cause im losing my mind when youre not around its all its all its all because of youchorusyoure my sunshine youre my sunshine oh yeah 
83,the mummers dance,loreena mckennitt,1998, when in the springtime of the year when the trees are crowned with leaves when the ash and oak and the birch and yew are dressed in ribbons fairwhen owls call the breathless moon in the blue veil of the night the shadows of the trees appear amidst the lantern lightweve been rambling all the night and some time of this day now returning back again we bring a garland gaywho will go down to those shady groves and summon the shadows there and tie a ribbon on those sheltering arms in the springtime of the yearthe songs of birds seem to fill the wood that when the fiddler plays all their voices can be heard long past their woodland daysweve been rambling all the night and some time of this day now returning back again we bring a garland gayand so they linked their hands and danced round in circles and in rows and so the journey of the night descends when all the shades are gonea garland gay we bring you here and at your door we stand it is a sprout well budded out the work of our lords handweve been rambling all the night and some time of this day now returning back again we bring a garland gayweve been rambling all the night and some time of this day now returning back again we bring a garland gay 
84,all cried out,allure featuring 112,1998, all alone on a sunday morning outside i see the rain is falling inside im slowly dying but the rain will hide my crying crying cryingand you dont you know my tears will burn the pillow set this place on fire cause im tired of your lie all i needed was a simple hello but the traffic was so noisy that you could not hear me cryi i gave you my love in vain my body never knew such pleasure my heart never knew such pain and you you leave me so confused now im all cried out over you ooh crying over you over you yeahnever wanted to see things your way had to go astray for why was i such a fool now i see that the grass is greener is it too late for me to find my way home how could i be so wrong yeahleaving me all alone dont you know my tears will cause an inferno romance of these flames why should i take the blame you were the one who left me neglected apology not accepted add me to the broken hearts youve collectedi gave you all of me how was i to know you would weaken so easily i i dont know what to do now im all cried out over youi gave you my love in vain my body never knew such pleasure my heart never knew such pain and you you left me so confused now im all cried out now im all cried out over youplease forgive me please forgive me oh please forgive me 
85,still not a player,big pun featuring joe,1998,whoa yeah dont wanna be a playa i dont wanna be a playa no more im not a playa i just crush a lot but big punisher still got what youre lookin for for my thugs for my thugs uptown baby uptown dont wanna be dont wanna be i dont wanna be a playa no more im not a playa i just crush a lot but you know big punisher still down by law whos down to crush a lot hey yo im still not a player but you still a hater elevator to the top hah see you later im gone penthouse suite penthouse freaks in house beach french count seats ten thou piece rentout lease with a option to buy coppin a fiveoh benz for when im not far up in the sky puffin the lye from my twinzito up in the benzito with my kiko from queens nicknamed perico we go back like pas and wearin pjs now we reach the peakage runnin trains for three days who wanna ride it wont cost you a dollar whether soft or harder of course you still gonna holla my my im big huh i rip my prick through your hooters im sick you couldnt measure my dick with six rulers hold up chula im all about gettin loot but i knock that boot if you out to get hoof i dont wanna be a playa no more im not a playa i just crush a lot but big punisher still got what youre lookin for for my thugs for my thugs uptown baby uptown dont wanna be dont wanna be i dont wanna be a playa no more im not a playa i just crush a lot but you know big punisher still down by law whos down to crush a lot i love from puerto rican to blackberry molass i dont discriminate i regulate every shade of that ass long as you show class and pass my test fat fuckin breasts highly intelligent bachelorettes thats the best i wont settle for less i wanna get a brunette with unforgettable sex i lay your head on my chest come feel my heartbeat we can park the jeep pump mobb deep and just spark the leaf its hard to creep since i found joe every pretty round brown hoe wanna go down low but this boogie down professional ima let you know once i quit the blows get your clothes cause you got to go i could go downstairs little brown hairs everywhere you nasty twin i dont care round here they call me big pun if you with the big guns thick tongue known to make a chick come in the hot tub poppin bubbly rubbin your spot love got you screamin punish me but it dont stop watch the pun get wicked when i edited even luke be like dont stop get it get it in the hot tub poppin bubbly rubbin your spot love got you screamin punish me but it dont stop watch the pun get wicked when i edited even luke be like dont stop get it get it i dont wanna be a playa no more but big punisher still got what youre lookin for dont wanna be dont wanna be i dont wanna be a playa no more but you know big punisher still down by law whos down to crush a lot boricua morena boricua morena boricua morena boricua morena boricua morena boricua morena no more rollin with an entourage unless its pun and the terror squad punisher punisher big punisher punisher joe and big punisher boricua morena boricua morena boricua morena boricua morena boricua morena boricua morena boricua morena boricua morena boricua morena boricua morena boricua morena boricua morena
86,the one i gave my heart to,aaliyah,1998, how could the one i gave my heart to break my heart so bad how could the one who made me happy make me feel so sadwont somebody tell me so i can understand if you love me how could you hurt me like thathow could the one i gave my world to throw my world away how could the one who said i love you say the things you sayhow could the one i was so true to just tell me lies how could the one i gave my heart to break this heart of mine tell mehow could you be so cold to me when i gave you everything all my love all i had inside how could you just walk out the door how could you not love me anymore i thought we had forever i cant understandhow could the one i shared my dreams with take my dreams from me how could the love that brought such pleasure bring such miserywont somebody tell me somebody tell me please if you love me how could you do that to me tell mehow could you just walk out the door how could you not love me anymore i thought we had forever i cant understandhow could the one i gave my heart to break my heart so bad how could the one who made me happy make me feel so sadwont somebody tell me so i can understand if you love me how could you hurt me like thathow could the one i gave my world to throw my world away how could the one who said i love you say the things you sayhow could the one i was so true to just tell me lies how could the one i gave my heart to how could the one i gave my heart to how could the one i gave my heart to break this heart of mine tell me 
88,love you down,inoj,1998, it never really mattered to much to me you were just too damned old for me all that really mattered was you were my boyfriend and baby thats all that mattered to me let me love you down even if it takes all night let me love you down you know its got to be so right remember when you drove me home from work i love the way when you kissed me bye all of your friends think im just too young for you you tell em i can do what girls their age can do oh baby let me love you down even if it takes all night let me love you down you know its got to be so right let me love you down even if it takes all night let me love you down you know its got to be so right it never really mattered to much to me you were just too damned old for me all that really mattered was you were my boyfriend and baby thats all that mattered to me oh baby let me love you down let me love you down you know its gonna be so right let me love you down let me love you down you know its gonna be so right i can love you down let me love you let me love you let me love you down i know i know i could let me love you down i know its gonna take all night let me love you down let me love you down let me love cmon incomprehensible love you down down down down down love you down down down down down i know i know i could let me love you down its just you and me the whole night through let me love you baby i know i know i could love you down down let me love you i know i could do baby this so sweet to know let me love you down oh baby its just you and me baby the whole night through so let me love you down i can take this to much longer 
89,do for love,2pac featuring eric williams,1998, i shoulda seen you was trouble right from the start taught me so many lessons how not to mess with broken hearts so many questions when this began we was the perfect match perhaps we had some problems but we workin at it and now the arguments are gettin loud i wanna stay but i cant help from walkin out just a little way just take my hand and understand if you could see i never planned to be a man it just wasnt me but now im searchin for commitment in other arms i wanna shelter you from harm dont be alarmed your attitude was the cause you got me stressin soon as i open up the door with your jealous questions like where can i be youre killin me with your jealousy now my ambitions to be free i cant breathe cause soon as i leave its like a trap i hear you callin me to come back im a sucka for lovewhat you wont do do for love you tried everything but you dont give upwhat you wont do do for love you tried everything but you dont give upjust when i thought i broke away and im feelin happy you try to trap me say you pregnant and guess who the daddy dont wanna fall for it but in this case what could i do so now im back to makin promises to you tryin to keep it true what if im wrong a trick to keep me on and on tryin to be strong and in the process keep you goin im bout to lose my composure im gettin close to packin up and leavin notes and gettin ghost tell me who knows a peaceful place where i can go to clear my head im feelin low losin control my heart is sayin leave oh what a tangle web we weave when we conspire to conceive and now you gettin calls at the house guess you cheatin thats all i need to hear cause im leavin im out the do never no more will you see me this is the end cause now i know youve been cheatin im a sucka for lovewhat you wont do do for love you tried everything but you dont give up what you wont do do for love you tried everything but you dont give upnow he left you with scars tears on your pillow and you still stay as you sit and pray hoping the beatingsll go away it wasnt always a hit and run relationship it use to be love happiness and companionship remember when i treated you good i moved you up to hills out the ills of the ghetto hood me and you a happy home when it was on i had a love to call my own i shoulda seen you was trouble but i was lost trapped in your eyes preoccupied with gettin tossed no need to lie you had a man and i knew it you told me dont worry bout it we can do it now im under pressure make a decision cause im waitin when im alone im on the phone havin secret conversations huh i wanna take your misery replace it with happiness but i need your faith in me im a sucka for lovewhat you wont do do for love you tried everything but you dont give up what you wont do do for love you tried everything but you dont give up 
90,raise the roof,luke featuring no good but so good,1998, what time is it booty timelets go raise the roof put em up there raise the roof put em up there raise the roof put em up there raise the roof put em up thereraise the roof put em up there raise the roof put em up there raise the roof put em up there raise the roof lets gocome on yall its a big booty party get all yall day in day chillin in the m to the i to the a makin hits with luke this way burn the roof downtownincomprehensibleup if ya feel me just pump your fists up left side right side whats up put them legs up wanna be change upbiggest stars show up out to the beat federal track got more game than the heat get with that and ima get with this if you need to bite something playa bite thisdont say incomprehensiblehow ya feel now like a pimp talkin out comin here south side ready to get loose incomprehensiblepump ya fists and just raise the roofraise the roof put em up there raise the roof put em up there raise the roof put em up there raise the roof put em up thereraise the roof put em up there raise the roof put em up there raise the roof put em up there raise the roof put em up therethrow your hands in the air big booty girls shake your darria and the place gonna see one i see yall playas representing over there and what about new york foxy brown you know that we get down t nasty in the house and we dont quit this and that girls move your ass pump ya fistslittle kim and ngbg pump ya fists in the air if youre with me one time for salt n pepa luke breaks express gets so better cant leave out the dirty south phatlanta and the brat thats what im tallin about so if you can hear me all across the world let me see you pump your fistsraise the roof put em up there raise the roof put em up there raise the roof put em up there raise the roof put em up thereraise the roof put em up there raise the roof put em up there raise the roof put em up there raise the roofincomprehensiblewhat time is it booty time what time is it booty time what time is it booty booty booty timewhat time is it booty time what time is it booty time what time is it booty booty booty timeincomprehensibleraise the roof put em up there raise the roof put em up there raise the roof put em up there raise the roof put em up thereraise the roof put em up there raise the roof put em up there raise the roof put em up there raise the roof put em up theretime to get high ride down i95 might see me at iny wednesday night 4 5 6 head track monday night fat break fsss incomprehensibletake a trip where they go cay club chicago aint no tellin where i might be huston texas or dcred roper fayetteville cap d get ill east side new york funk master flex get back south side bama 9 west coast show me love for bound west in the gclub uncle luke get loose im platinum bound now raise the roofraise the roof put em up there raise the roof put em up there raise the roof put em up there raise the roof put em up thereraise the roof put em up there raise the roof put em up there raise the roof put em up there raise the roof put em up there put em up thereput yo hands up high let me see you raise the roof put yo hands up high let me see you raise the roofroof roof roof i love you man 
91,heaven,nu flavor,1998, ohhh heaven oh heaven cant you help mefirst time i saw you girl you turned me upsidedown i cant stop thinking bout you my head is spinning round i got to find a way to get with you somehow girl im so crazy for you you know i want you now and every minute of every single day im dreaming of how it could be and every night before i go to sleep im praying that soon youll be here with meheaven heaven oh heaven cant you help me i looked in her eyes now shes all i see heaven oh heaven cant you help me im down on my knees please help mecant fall asleep tonight i dont what to do i hold my pillow but i wanna be holding you and when i close my eyes i always see your face i know my happiness is only a kiss away and every hour here in the dark every beat of my lonely heart tells me that i need to be with you heaven oh heaven what can i doheaven heaven oh heaven cant you help me im giving my love for eternity heaven oh heaven cant you help me im down on my knees please help megirl id give anything if you were here with me give you anything you want and anything you need i never thought that i could feel the way i do but now i wanna spend the rest of my life with you and everyday that we are apart im saving this love here in my heart and every night before i go to sleep im praying that soon youll be here with meheaven heaven oh heaven cant you help me i looked in her eyes now shes all i see heaven oh heaven cant you help me im down on my knees please help meheaven 
92,the party continues,jermaine dupri featuring da brat and usher,1998, monday ten fifty three am jd its me call me man havin all them parties us cats down here think yall on vacation man incomprehensible stop doin mancome on see i been lookin at the game ya know and i see it aint too many yall that can make em dance like i do you say you wanna dance say you wanna get down the thing whats funny is yall got the nerve to wanna phd me cuz im making all the moneywhile yall ride matchbox i push the hot wheels don chi chi with the mass appeal lettin champagne spills on my house in the grill and all im about is the dolla dolla bill makin ya dance every chance i get and hatas sayin damn will he ever catch bricks nah i dont catch those keep it ghetto stayin wit the best hoes on the east and the west coast whatnow ewhere i pass they wanna see the big booty mamma tapping some ass and whether you believe it or not you see us so so def make yall true believers my whole entourage keep it top notch evidently we push vs from bentleys to drops got big things baby im still greedy to my enemies i hope you keep on envying me yeahwhatcha you wanna do huh say you wanna get down huh whatcha you wanna do huh say you wanna get down huh all we wanna do say what say what is party with youwho dat she the one who love drama keep it heated stay undefeated from the chi comma illinois my crew make more noise than yours fifteen a night on tour make em sick with no cure as she sits by the bar she sips cristies in the midst of the party they bump hits by jd the b r a t we the element and you irrelevant get down off this shiti dont pay attention to ya hatin and ya bad looks just think about gettin paper like garth brooks keep it off the hook let the world feel the touch yall doing too much sayin ya oughta see us its like this here i rock the party with cartier wrist wear in the six pretty bitches with the long hair and i got lots of dough lots in store c to the e owhatcha you wanna do huh say you wanna get down huh so whatcha you wanna do huh say you wanna get down huh all we wanna do say what say what is party with you heysee i get goosebumps when the bassline thumps so phat now call me professor clump i aint gonna front yeah i like to floss and i aint gotta lie about the girls i toss you knowbetta ask ya lil mans where his dough went needed mo rent we got bent you know the rest i split spent some lent some to my friends if you wanna get down you gotta get inwhatcha you wanna do huh say you wanna get down huh now whatcha you wanna do huh say you wanna get down huh all we wanna do say what say what is party with you hey ay yeah ay yeah ay yeah ay yeah ay yeah ay yeah hey ay yeah ay yeahsaid all i wanna do is make ya dance wit me make you dance wit me see all i wanna do is make ya dance wit me dance wit me is that alright all i wanna do is make ya dance wit me dance wit me all i wanna do is make ya dance wit me is that alrightcome on ay yeah come on ay yeah come on ay yeah come on ay yeah ay yeah ay yeah ay yeah ay yeah 
93,sock it 2 me,missy elliott featuring da brat,1998, do it do it do it do it do it noi was lookin for affection so i decided to go swing that dick in my direction ill be out of control lets take it to perfection just you and me lets see if you can bring the bring the bring the nasty out of me nownownow now sock itooh ahh sock it to me like you want to i can take it like a pro and youll know do it long bro with a back stroke my hormones are jumpin like a disco i be poppin mats like some crisco and all you gotta say is that missy go and when you say it though i want it moved slowim at your house around midnight dont fall asleep itll just be me me me on a late night creep ima show you thangsthat you cant believe jump in this bebeat and wont you sock it to meooh ahh sock it to me like you want to i can take it like a pro and youll know do it long bro with a back stroke my hormones are jumpin like a disco i be poppin mats like some crisco and all you gotta say is that missy go and when you say it though i want it moved slowooh ahh sock it to me like you want to i can take it like a pro and youll know do it long bro with a back stroke my hormones are jumpin like a disco i be poppin mats like some crisco and all you gotta say is that missy go and when you say it though i want it moved slowooh ahh sock it to me like you want to i can take it like a pro and youll know do it long bro with a back stroke my hormones are jumpin like a disco i be poppin mats like some crisco and all you gotta say is that missy go and when you say it though i want it moved slowuh why missy be sockin it to niggaz like reeree the baddest industry bitches of the century hit hard like penitentiary did finally admitted that we the shit combination on this lethal poppin patron in the 600 with no seethrough hundred with no see through cept for the repercussion fuckin with shit like this we parlay puffin constantly makin niggaz suffer the consequence gotta get these ends bitch house in the chi with a caddy in atlanta with a benz niggaz been huffin and puffin but aint try shit got cream motherfuckers steady ride quick besides kid wanna but bust you shouldnt forget ends when you fuckin with me you jealous cause i live more flushed me and missy been livin with the harruss bein ruckast plus when im sellin never gon stop it sockin it to niggaz and rockin it droppin em on the spot heat up and glock and wreck a shot knockin you off of your socks guaranteed platnium watch two of the coldest bitches get hot i be the brat her be missy and we some bad bitches who be fuckin it up im the brat her be missy and we some bad bitches who be fuckin it uuuup 
94,butta love,next,1998, i gotta be real wit you baby just gotta let you knowyouve got the love that i want the love that i need word is bond its butta baby check this outyoure like my homie my shorty youve shown me so many things and youre so special to me we been kickin it for a while your sexy smile prima donna style ooh youre drivin me so wildaint got no reputation educated conversation and ooh youve got that bomb love makin its more than sexual this love you know is proper dough its oh so so incredibleyouve got the love that i want the love you want youve got the love that i need the love you need girl its so smooth and so creamy youve got that butta love babyyouve got the love that i want the love you want youve got the love that i need the love you need girl its so smooth and so creamy youve got that butta love oh babyyouve got it goin on word is bond sundress with platforms feet pedicure with no corns youve got that sex appeal on the real so sure soft hands french manicure no makeup youre so pureyou dont be trippin when im kickin it s you dont be questionin where i been and what i did you got that confidence sexiness thickness that bomb shit and i like it ohhwhen im chillin with my homies think about it i think about you only you know what i want you got what i want you know what it is its that butta loveall you got to do just hit me on my hip baby and i will i will ill meet you at your crib baby cause ill rock your world ill rock you girl butta babe butta babeyouve got the love that i want the love you want youve got the love that i need the love you need girl its so smooth and so creamy youve got that butta love oh babyyouve got the love that i want the love you want youve got the love that i need the love you need girl its so smooth and so creamy youve got that butta love oh babyyouve got those sexy eyes enticing thighs you make me rise youve got that love i wanna try send my tongue up and down your spine youve got that perfect shape the love you make i scream your name wanna take all your clothes off sex you till the song goes offi like your everything your navel and your pinky ring sexy from head to toe girl never gonna let you go you got that confidence sexiness thickness that bomb and i like it all yeahyouve got it goin on word is bomb baby youve got that sex appeal on the real lady youre like my homie my shorty huh youve got that butta loveyouve got it goin on dont you know thats for sure i like your face and hands and all of your pretty toes baby youre so right youre locked tight youve got that butta love oh i want it i need it 
95,a rose is still a rose,aretha franklin,1998, doo doo doo doo doo doo doo doo doothere was a rose i knew i met her once or twice before she was a pretty sweet thing not the least bit insecurethen you came with your slick game and played with her youth unashamed of the way you lied played with the truth hey heymmm she never knew what hit her yeah steal her honey then forget her a rose she wears a flower tryin to forget about youcause a rose is still a rose baby girl youre still a flower he cant lead you and then take you make you and then break you darlin you hold the powernow believe me when i tell you that ive been hurt myself when he tells you that he loves you and sees nobody elseand now youre so tough tryin to wear tight clothes and things tossin and flossin tryin to fill the void heartbreak bringsoh yeah when she faces the mirror yeah shes cryin you cant hear her now the rose is still a rose she wears a flower tryin to forget about youcause a rose is still a rose baby girl youre still a flower he cant lead you and then take you make you and then break you baby girl you hold the powersee a rose is still a rose baby girl youre still a flower he cant lead you and then take you make you and then break you darlin you hold the powerlet your life be in the sunshine not the darkness of your sorrow you may see youre all today when you know itll come tomorrowtough to be but life aint over just because your man is gone girl love yourself and love to love cause without him your life goes onwithout him your life goes on without him your life goes oncause a rose is still a rose baby girl youre still a flower he cant lead you and then take you make you and then break you baby girl you hold the powersee a rose is still a rose baby girl youre still a flower he cant lead you and then take you make you and then break you darlin you hold the power 
96,4 seasons of loneliness,boyz ii men,1998, oh yea oh oh oh i long for the warmth of days gone by when you were mine but now those days are memories in time lifes empty without you by my side my heart belongs to you no matter what i trywhen i get the courage up to love somebody new it always falls apart cause they just cant compare to you your love wont release me im bound under ball and chain reminiscing our love as i watch 4 seasons changein comes the winter breeze that chills the air and drifts the snow and i imagine kissing you under the mistletoe when springtime makes its way here lilac blooms reminds me of the scent of your perfumewhen summer burns with heat i always get the hots for you go skinny dippin in the ocean where we used to do when autumn sheds the leaves the trees are bare when youre not here it doesnt feel the sameremember the nights when we closed our eyes and vowed that you and i would be in love for all timeanytime i think about these things i shared with you i break down and cry cause i get so emotional until you release me im bound under ball and chain reminiscing our love as i watch 4 seasons changein comes the winter breeze that chills the air and drifts the snow and i imagine kissing you under the mistletoe when springtime makes its way here lilac blooms reminds me of the scent of your perfumewhen summer burns with heat i always get the hots for you go skinny dippin in the ocean where we used to do when autumn sheds the leaves the trees are bare when youre not here it doesnt feel the samethis loneliness has crushed my heart please let me love again cause i need your love to comfort me and ease my pain or 4 seasons will bring the loneliness againin comes the winter breeze that chills the air and drifts the snow and i imagine kissing you under the mistletoe when springtime makes its way here lilac blooms reminds me of the scent of your perfumewhen summer burns with heat i always get the hots for you go skinny dippin in the ocean where we used to do when autumn sheds the leaves the trees are bare when youre not here it doesnt feel the same remember the warmth of days gone by 
97,father,ll cool j,1998, i swear to tell the truth and nothin but the truth so help me god i just felt like tellin the story of my life felt like maybe somebody could be inspired you know we all feel pain we all go through things but its time to overcome all thatif your plane crashed in the water and everybody died would you drown on purpose or try to survive i was born handicapped my arm wouldnt move they called me a cripple pops caught a attitudebeat my moms smoked lye drove trucks my moms had a miscarriage he didnt give a fuck he sniffed some coke come home beat up on my moms cause shes talkin on the phone come onall i ever wanted all i ever wanted all i ever needed all i ever needed was a father was a father thats all thats all all i ever wanted all i ever wanted all i ever needed all i ever needed was a father was a fathermoms got tired of the beatings said yo we got to go packed up her bags we bounced out the door she said i aint takin these whippins no more i wanna live to see my little todd growi remember tear drops on my pops face lookin down at me standin on the staircase handsome brother with a smooth goatee makes me wonder why he act so ugly you feelin meall i ever wanted all i ever wanted all i ever needed all i ever needed was a father was a father thats all thats all all i ever wanted all i ever wanted all i ever needed all i ever needed was a father was a fathermy pops got drunk when me and my moms bounced swigged some jack dan sniffed up a ounce grabbed the shotty left long isle for queens possessed by a demon a devil it seemedi was too young to understand the risk when your moms come home off the midnight shift she turned around heard the shotgun click my pops said you think that you could leave mehe blasted my moms in the back she fell down screamin i cant forget that my grandfather tried to close the door he got shot ten times in the stomach yo for realall i ever wanted all i ever wanted all i ever needed all i ever needed was a father was a father thats all thats all all i ever wanted all i ever wanted all i ever needed all i ever needed was a father was a fathermy head was spinnin i had never seen blood four years old this dont feel like love anyway pops disappeared grand pops and moms healed up over the yearsthis therapist got up in her head led her to believe without him shed be dead you know they fell in love with one another everything seemed right thats word to motheruntil i started gettin beatings everyday sometimes for goin outside to play late at night on my knees id pray a young child wishin the pain would go awaydad where was you when he made me strip beat me with belts like a slave with a whip kicked me down steps outside in the snow punched me in the chest stomped me out on the floorthats just the tip of the iceberg look its too long for a song but perfect for a book word is bond thats real babyall i ever wanted all i ever wanted all i ever needed all i ever needed was a father was a father thats all thats all all i ever wanted all i ever wanted all i ever needed all i ever needed was a father was a fatherall i ever wanted all i ever wanted all i ever needed all i ever needed was a father was a father thats all thats all all i ever wanted all i ever wanted all i ever needed all i ever needed was a father was a father a father a father a father a father a shoulder a helperall i ever wanted all i ever wanted all i ever needed all i ever needed was a father was a father thats all thats all all i ever wanted all i ever wanted all i ever needed all i ever needed was a father was a father 
